County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Kings,751049,Store,JAC,SARA DELI MINIMART INC,SARA DELI MINIMART,4511,AVE L,,,BROOKLYN,NY,11234,0,POINT (-73.931629 40.623302)
Kings,751048,Store,JAC,95 SMOKESHOP DELI & JUICE BAR INC,95 SMOKESHOP DELI & JUI,9504,4TH AVENUE,,,BROOKLYN,NY,11209,0,POINT (-74.031168 40.615906)
Kings,751047,Store,JAC,511 CHURCH DELI GRILL CORP,511 CHURCH DELI GRILL,511,CHURCH AVENUE,,,BROOKLYN,NY,11218,0,POINT (-73.975273 40.644545)
Kings,751046,Store,JAC,SAINTILUS FENOL,LETERNEL MON BERGER VAR,2123,CATON AVENUE,,,BROOKLYN,NY,11226,0,POINT (-73.959791 40.652812)
Kings,751045,Store,JAC,AGUILAR MARTINEZ RUFINO,ATLIXCO DE LAS FLORES,404,B 50TH ST,,,BROOKLYN,NY,11220,0,POINT (-74.012209 40.646246)
Bronx,751044,Store,JAC,M&A FRUITS & DELI CORP,M&A FRUITS & DELI,1976,ARTHUR AVENUE STORE 76,,,BRONX,NY,10457,0,POINT (-73.893125 40.846868)
Bronx,751043,Store,JAC,150 J&J DELI GROCERY CORP,150 J&J DELI GROCERY,150,EAST 174TH STREET,,,BRONX,NY,10468,0,POINT (-73.908504 40.845218)
Erie,751042,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21764,12220,WALDEN AVE,,,ALDEN,NY,14004,9160,POINT (-78.532999 42.938337)
Kings,751041,Store,A,GREAT CITY TRADING INC,GREAT CITY TRADING,6814,20TH AVE,,,BROOKLYN,NY,11204,0,POINT (-73.987951 40.614518)
Monroe,751040,Store,A,SURFER TPG INC,THE PIEROGIE GUY,280,N UNION STREET,,,ROCHESTER,NY,14609,0,POINT (-77.590739 43.166047)
New York,751039,Store,A,GETIR US INC,GETIR,350,LEXINGTON AVE,,,NEW YORK,NY,10016,0,POINT (-73.977093 40.750021)
Bronx,751038,Store,JAC,4028 GOURMET LLC,4028 GOURMET,4028,BOSTON RD,,,BRONX,NY,10475,1300,POINT (-73.83112 40.884745)
New York,751037,Store,JAC,MARO GROUP LLC,MARO GROUP,35,CRISTOPHER ST,,,NEW YORK,NY,10014,0,POINT (-74.001414 40.733817)
Kings,751036,Store,JAC,KATS NEW YORK DELI CORP,KATS NEW YORK DELI,416,LEWIS AVE,,,BROOKLYN,NY,11233,0,POINT (-73.934701 40.681194)
Genesee,751035,Store,JAC,SPEEDWAY LLC,SPEEDWAY #7008,8465,ALLEGHANY RD,,,CORFU,NY,14036,0,POINT (-78.405785 43.00275)
Kings,751034,Store,JAC,369 FLATBUSH FOOD LLC,369 FLATBUSH FOOD,369,FLATBUSH AVENUE,,,BROOKLYN,NY,11238,0,POINT (-73.972032 40.676587)
Dutchess,751033,Store,JAC,SPECTACLE BREWING LLC,INDUSTRIAL ARTS BREWING,511,FISHKILL AVE,,,BEACON,NY,12508,0,POINT (-73.945841 41.516303)
Bronx,751032,Store,JAC,CARIBBEAN DELI GROCERY CORP,CARIBBEAN DELI GROCERY,646,EAST 241ST ST.,,,BRONX,NY,10470,1300,POINT (-73.852038 40.904195)
Kings,751031,Store,JAC,612 SUPERMARKET CORP,612 SUPERMARKET,612,NOSTRAND AVE,,,BROOKLYN,NY,11216,0,POINT (-73.949775 40.67754)
Richmond,751030,Store,JAC,TAKE FIVE GOURMET DELI INC,TAKE FIVE GOURMET DELI,714,CASTLETON,,,STATEN ISLAND,NY,10310,0,POINT (-74.10641 40.634708)
Kings,751029,Store,JAC,5D4 DELI GROCERY CORP,5D4 DELI GROCERY,545,MARCY AVE,,,BROOKLYN,NY,11206,0,
Kings,751028,Store,JAC,OLIVE & GARLIC GOURMET DELI MARKE,OLIVE & GARLIC GOURMET,141,MONTAGUE ST,,,BROOKLYN,NY,11201,0,POINT (-73.993727 40.694634)
Bronx,751027,Store,JAC,FISH HOUSE & GROCERY LLC,FISH HOUSE & GROCERY,3766,WHITE PLAINS ROAD,,,BRONX,NY,10467,0,POINT (-73.862906 40.883443)
Kings,751026,Store,JAC,DELI MINI MARKET AND FOOD INC,DELI MINI MARKET & FOOD,1763,PITKIN AVE #A,,,BROOKLYN,NY,11212,0,POINT (-73.908138 40.670073)
Bronx,751025,Store,JAC,MEDINA DELI GROCERY INC,MEDINA DELI GROCERY,1888,WALTON AVENUE,,,BRONX,NY,10452,0,POINT (-73.909307 40.849525)
Kings,751024,Store,JAC,ORQUIDEA ORGANIC CORP,ORQUIDEA ORGANIC,1610,AVENUE H,,,BROOKLYN,NY,11230,0,POINT (-73.960929 40.630106)
Kings,751023,Store,JAC,ARAMCO MINI MARKET CORP,ARAMCO MINI MARKET,168,LIBERTY AVE,,,BROOKLYN,NY,11212,0,POINT (-73.904087 40.673275)
Suffolk,751022,Store,JAC,BP 205 INC,BP 205,205,LOWELL AVE,,,CENTRAL ISLIP,NY,11722,860,POINT (-73.192415 40.791841)
Dutchess,751021,Store,JAC,SOUTH GATE DELI INC,SOUTH GATE DELI,1,SOUTH GATE DRIVE,,,POUGHKEEPSIE,NY,12601,0,POINT (-73.920901 41.6427)
Bronx,751020,Store,JAC,B DELI GROCERY PLUS INC THE,B DELI GROCERY PLUS,1738,E GUN HILL RD,,,BRONX,NY,10462,0,POINT (-73.835483 40.864845)
Kings,751019,Store,JAC,BROOKLYN TASTE DELI CORP,BROOKLYN TASTE DELI,222,HOYT ST,,,BROOKLYN,NY,11217,0,POINT (-73.989828 40.683561)
Suffolk,751018,Store,A,CLUB HOUSE CAFE LLC,CLUB HOUSE CAFE,1937,MIDDLE COUNTRY RD,,,CENTEREACH,NY,11720,5500,POINT (-73.079952 40.858827)
Suffolk,751017,Store,JAC,BELLPORT COFFEE INC,BREWPORT COFFEE HOUSE,129,SOUTH COUNTRY RD,,,BELLPORT,NY,11713,1500,POINT (-72.939035 40.75758)
Suffolk,751015,Store,JAC,BARLEAYA LLC,OHH!,4603,MIDDLE COUNTRY RD,,,CALVERTON,NY,11933,0,POINT (-72.786543 40.928126)
Suffolk,751014,Store,JAC,FITS NELL&KEVIN,WILLY BAR,4603,MIDDLE COUNTRY RD,,,CALVERTON,NY,11933,0,POINT (-72.786543 40.928126)
Bronx,751012,Store,JAC,ARTHUR AVENUE 187 DELI INC,MANY'S DELICATSSEN,2143,WILLIAMSBRIDGE RD,,,BRONX,NY,10461,1200,POINT (-73.855933 40.856578)
Oneida,751011,Store,JAC,GRAND UNION OF SHERRILL LLC,GRAND UNION OF SHERRILL,57,E STATE ST,,,SHERRILL,NY,13461,0,POINT (-75.595648 43.075635)
Oneida,751010,Store,JAC,GRAND UNION OF ROME LLC,GRAND UNION OF ROME,217,ERIE BLVD W,,,ROME,NY,13440,0,POINT (-75.461486 43.211717)
Jefferson,751009,Store,JAC,GRAND UNION OF SOUTH WATERTOWN LL,PIGGLY WIGGLY,1330,WASHINGTON ST,,,WATERTOWN,NY,13601,0,POINT (-75.914001 43.957341)
Jefferson,751008,Store,JAC,GRAND UNION OF WATERTOWN LLC,GRAND UNION OF WATERTOW,22050,SEAWAY PLAZA,,,WATERTOWN,NY,13601,0,
Franklin,751007,Store,JAC,GRAND UNION OF SARANAC LAKE LLC,GRAND UNION OF SARANAC,156,CHURCH ST,,,SARANAC LAKE,NY,12983,0,POINT (-74.130628 44.328806)
Clinton,751006,Store,JAC,GRAND UNION OF PERU LLC,GRAND UNION OF PERU,50,S MAIN ST (2 GORMAN WAY),,,PERU,NY,12972,12000,
Cortland,751005,Store,JAC,GRAND UNION OF CORTLAND LLC,GRAND UNION OF CORTLAND,3932,STATE RTE 281,,,CORTLAND,NY,13045,0,
Queens,751001,Store,JAC,NEW BELLA FRUTA INC,NEW BELLA FRUTA MARKETS,164-44,CROSSBAY BLVD,,,HOWARD BEACH,NY,11414,800,POINT (-73.83757 40.649535)
Otsego,751000,Store,JAC,GRAND UNION OF COOPERSTOWN LLC,GRAND UNION OF COOPERST,5,COMMONS DR,,,COOPERSTOWN,NY,13326,0,POINT (-74.959795 42.649715)
Chenango,750999,Store,JAC,GRAND UNION OF NORWICH LLC,GRAND UNION OF NORWICH,54,E MAIN ST,,,NORWICH,NY,13815,0,POINT (-75.520224 42.531497)
Tioga,750997,Store,JAC,GRAND UNION OF OWEGO LLC,GRAND UNION OF OWEGO,1145,NY-17C,,,OWEGO,NY,13827,0,POINT (-76.232833 42.097174)
Warren,750996,Store,JAC,GRAND UNION OF WARRENSBURG LLC,GRAND UNION OF WARRENSB,3836,MAIN ST,,,WARRENSBURG,NY,12885,0,POINT (-73.773408 43.495426)
Queens,750995,Store,JAC,REEM DELI & GROCERY CORP,REEM DELI & GROCERY,13-36,BEACH CHANNEL DR,,,FAR ROCKAWAY,NY,11691,0,POINT (-73.754766 40.606208)
Bronx,750994,Store,JAC,CA FOOD MART INC,CA FOOD MART,3706,3RD AVENUE,,,BRONX,NY,10456,0,POINT (-73.903253 40.835428)
Westchester,750993,Store,JAC,MID-HUDSON AFRICAN CARIBBEAN & TH,MID-HUDSON AFRICAN MARK,930,SOUTH ST,,,PEEKSKILL,NY,10566,2000,POINT (-73.920663 41.290056)
Niagara,750992,Store,JAC,BREWED AND BOTTLED LLC,BREWED AND BOTTLED,444,#1 CENTER ST,,,LEWISTON,NY,14092,0,POINT (-79.042938 43.172832)
New York,750991,Store,A,CENTRAL PARK GROCERY CORP,CENTRAL PARK GROCERY,19,W 103RD ST (A),,,NEW YORK,NY,10025,1000,POINT (-73.962629 40.796603)
Sullivan,750990,Store,JAC,BARRYVILLE GENERAL LLC,BARRYVILLE GENERAL,3385,STATE ROUTE 97,,,BARRYVILLE,NY,12719,0,POINT (-74.912019 41.477874)
Kings,750989,Store,JAC,BIEN CUIT LLC,BIEN CUIT,120,SMITH STREET,,,BROOKLYN,NY,11201,0,POINT (-73.98983 40.687607)
Oneida,750988,Store,A,BIG LOTS STORES INC,BIG LOTS STORES,4645,COMMERCIAL DRIVE,,,NEW HARTFORD,NY,13413,0,POINT (-75.312364 43.088475)
Kings,750987,Store,A,WEST 6 SNACKS INC,WEST 6 SNACKS,1313,WEST 6TH STREET,,,BROOKLYN,NY,11204,0,POINT (-73.980671 40.613159)
Queens,750983,Store,A,TESOLIFE GOLDEN INC.,TESOLIFE GOLDEN,41-28,MAIN ST,,,FLUSHING,NY,11355,6000,POINT (-73.82907 40.757314)
Nassau,750982,Store,A,GIFT BASKET HOLDINGS LLC,GIFT BASKET HOLDINGS,34,LUMBER RD,,,ROSLYN,NY,11576,8000,POINT (-73.651738 40.802404)
Kings,750981,Store,A,DOLLAR FOOD ZONE INC,DOLLAR FOOD ZONE,5912,FLATLANDS AVE,,,BROOKLYN,NY,11234,0,POINT (-73.919249 40.631584)
Queens,750980,Store,JAC,SPRINGFIELD PARKWAY INC,SHELL FOOD MART,185-25,N CONDUIT AVE,,,SPRINGFIELD GARDEN,NY,11413,0,POINT (-73.758149 40.666482)
Bronx,750978,Store,JAC,949 INTERPRISE INC,949 INTERPRISE,949,OGDEN AVE,,,BRONX,NY,10452,900,POINT (-73.93019 40.831508)
New York,750977,Store,JAC,122 DC MEAT MARKET INC,122 DC MEAT MARKET,79,ELIZABETH ST,,,NEW YORK,NY,10013,0,POINT (-73.99611 40.717976)
Queens,750976,Store,JAC,VEG BARN INC,VEG BARN,41-22,MAIN ST,,,FLUSHING,NY,11355,2000,POINT (-73.829241 40.757671)
Cattaraugus,750973,Store,A,OLLIES BARGAIN OUTLET INC,OLLIE'S BARGAIN OUTLET,2801,STATE ST STE 135,,,OLEAN,NY,14760,0,POINT (-78.462175 42.077012)
Onondaga,750972,Store,A,SOUTH AVE STORE INC,SOUTH AVE STORE,1907,SOUTH AVE,,,SYRACUSE,NY,13207,0,POINT (-76.160786 43.019094)
Kings,750971,Store,A,HEALTH PLUS DRUGS INC.,HEALTH PLUS DRUGS,1231,FULTON STREET,,,BROOKLYN,NY,11216,0,POINT (-73.95227 40.680536)
Erie,750970,Store,A,RED SEA MARKET INC,RED SEA MARKET,1441,ELECTRIC AVE,,,LACKAWANNA,NY,14218,0,POINT (-78.827912 42.819925)
New York,750957,Store,JAC,ONALIM INC,MILANO MARKET,1582,3RD AVE,,,NEW YORK,NY,10128,2200,POINT (-73.952637 40.780626)
New York,750956,Store,A,THIRD AVE GROCERY STORE CORP,THIRD AVE GROCERY STORE,2223,3RD AVE,,,NEW YORK,NY,10035,1650,POINT (-73.937558 40.801311)
Monroe,750954,Store,JAC,CHI-TEA ENTERPRISES INC,SMILEY'S CONVENIENCE ST,848,JOSEPH AVE,,,ROCHESTER,NY,14621,0,POINT (-77.607953 43.180295)
Monroe,750952,Store,JAC,STRANGE BIRD BEER AND BARREL HOUS,STRANGEBIRD,62,MARSHALL ST,,,ROCHESTER,NY,14607,0,POINT (-77.601911 43.150347)
Suffolk,750946,Store,JAC,BOLLA OPERATING LI CORP,BOLLA 539 RT25 C-STORE,539,RT 25A,,,NORTHPORT,NY,11768,0,POINT (-73.337135 40.893216)
Suffolk,750945,Store,JAC,BOLLA OPERATING LI CORP,KINGS RIDGE C-STORE,1511,MIDDLE COUNTRY RD,,,RIDGE,NY,11961,0,POINT (-72.896944 40.893501)
Nassau,750944,Store,JAC,BOLLA OPERATING LI CORP,BOLLA 892 WANTAGH C-STO,892,WANTAGH AVE,,,WANTAGH,NY,11793,0,POINT (-73.505711 40.701876)
Suffolk,750943,Store,JAC,BOLLA OPERATERING LI CORP,BOLLA 1889 RT 112 C-STO,1889,RT 112,,,CORAM,NY,11727,0,POINT (-73.014618 40.891481)
Ontario,750942,Store,A,WNY PALMYRA INC,WNY PALMYRA,521,E MAIN ST,,,PALMYRA,NY,14522,0,POINT (-77.22553 43.06355)
Bronx,750941,Store,JAC,KAESAR GOURMET DELI CORP,KAESAR GOURMET DELI,3917,BAY CHESTER AVE,,,BRONX,NY,10466,900,POINT (-73.842134 40.888922)
Kings,750939,Store,A,KINGS HWY RX CORP,KINGS RX PHARMACY,1214,KINGS HWY,,,BROOKLYN,NY,11229,1100,POINT (-73.960526 40.607838)
Queens,750938,Store,JAC,NEW YORK FISH MARKET FLUSHING INC,NEW YORK FISH MARKET,44-44,COLLEGE POINT BLVD,,,FLUSHING,NY,11355,600,POINT (-73.832615 40.752784)
Allegany,750935,Store,JAC,BROWN TITUS,BROWN'S CRISS MARKET,20,SCHUYLER ST,,,BELMONT,NY,14813,0,POINT (-78.033755 42.223184)
Queens,750934,Store,JAC,SUN FISH INC,SUN FISH,9007,JAMAICA AVENUE,,,WOODHAVEN,NY,11421,0,POINT (-73.854367 40.69288)
Kings,750932,Store,JAC,BROOKLYN DONUTS LLC,BROOKLYN DONUTS,1547,62ND STREET,,,BROOKLYN,NY,11219,0,POINT (-73.994093 40.624302)
Albany,750931,Store,JAC,EVANS JULIA,TERROSA,8,VERDA AVE,,,CLARKSVILLE,NY,12041,0,
Suffolk,750930,Store,JAC,DTRAIN EATS LLC,THE ECCENTRIC BAGEL,25,WEST NECK ROAD,,,SHELTER ISLAND,NY,11964,0,POINT (-72.354435 41.075073)
Bronx,750929,Store,A,LOVE & PEACE CONVENIENCE CORP,LOVE & PEACE CONVENIENC,2513B,WEBSTER AVE,,,BRONX,NY,10458,0,POINT (-73.891869 40.86133)
Erie,750927,Store,JAC,BLACK ANGUS MEATS & SEAFOOD INC,BLACK ANGUS MEATS & SEA,2519,NIAGARA FALLS BLVD,,,BUFFALO,NY,14228,0,POINT (-78.82217 43.022964)
Bronx,750926,Store,JAC,EDDIES PACE AFRICAN MKET,EDDIES PACE AFRICAN MKE,1221,E 233RD ST,,,BRONX,NY,10466,0,POINT (-73.842668 40.888698)
New York,750925,Store,A,SR MANGO HOUSE INC,SR MANGO HOUSE,3580,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.949262 40.827884)
Queens,750924,Store,A,ASORIA OIL CORP,ASTORIA OIL,40-13,ASTORIA BLVD,,,ASTORIA,NY,11105,0,POINT (-73.90977 40.76935)
Kings,750922,Store,A,W 10TH CONVENIENCE STORE INC.,W 10TH CONVENIENCE STOR,97,QUENTIN RD,,,BROOKLYN,NY,11223,0,POINT (-73.982916 40.605547)
New York,750921,Store,JAC,DONGWEI GROCERY INC,DONGWEI GROCERY,95,CANAL STREET STORE B,,,NEW YORK,NY,10002,2000,POINT (-73.993809 40.715481)
Westchester,750920,Store,A,LAKE AVE VARIETY DISCOUNT INC,99 CENTS DISCOUNT,134,LAKE AVENUE,,,YONKERS,NY,10703,0,POINT (-73.886558 40.946917)
Suffolk,750910,Store,JAC,271 PORTION SERVICE CENTER INC,BP,271,PORTION RD,,,RONKONKOMA,NY,11779,0,POINT (-73.101963 40.827437)
Bronx,750909,Store,JAC,NEW A&N GOURMET DELI CORP,NEW A&N GOURMET DELI,1736,ZEREGA AVE,,,BRONX,NY,10462,1500,POINT (-73.852112 40.840528)
Suffolk,750908,Store,JAC,MQZ-3 CORP,JOSEPHS SEAFOOD MARKET,186,TERRY RD,,,SMITHTOWN,NY,11787,0,POINT (-73.168611 40.843848)
Queens,750907,Store,JAC,LHAKPA ENTERPRISES INC,BROADWAY NATURAL,3007,BROADWAY,,,ASTORIA,NY,11106,0,POINT (-73.925888 40.762209)
Kings,750905,Store,JAC,MH DILSHAD HALAL MEAT & GROCERY S,MH DILSHAD HALAL MEAT &,5912,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,800,POINT (-74.005256 40.633301)
Westchester,750900,Store,A,MOHAMED AIDHAH,MOHAMED AIDHAH,104,SPRING STREET,,,OSSINING,NY,10562,0,POINT (-73.863953 41.157759)
New York,750899,Store,A,METRO RUN LLC,METRORUN,1458,LEXINGTON AVENUE,,,NEW YORK,NY,10128,0,POINT (-73.951675 40.784849)
New York,750898,Store,A,METRORUN LLC,METRORUN,113,WEST 25TH STREET,,,NEW YORK,NY,10001,0,POINT (-73.992339 40.744375)
New York,750897,Store,A,METRORUN LLC,METRORUN,92,LAIGHT STREET,,,NEW YORK,NY,10013,0,POINT (-74.011048 40.722243)
Kings,750896,Store,JAC,158 DELI CORP,158 DELI,158,NOSTRAND AVE,,,BROOKLYN,NY,11205,0,POINT (-73.952466 40.69482)
Madison,750894,Store,A,MORRISVILLE DELI CORPORATION,MORRISVILLE DELI,36,EAST MAIN ST,,,MORRISVILLE,NY,13408,0,POINT (-75.643801 42.898779)
Erie,750893,Store,A,HUNT MINI MART INC,HUNT MINI MART,721,TONAWANDA ST,,,BUFFALO,NY,14207,1500,POINT (-78.903157 42.948442)
Nassau,750891,Store,JAC,ALMEZAAN MEAT AND GROCERY INC,ALMEZAAN MEAT AND GROCE,257,HAMPSTEAD TPKE,,,ELMONT,NY,11003,1000,POINT (-73.717504 40.708106)
Kings,750890,Store,A,BUYK CORP,BUYK,6002,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,0,POINT (-74.00595 40.632832)
Kings,750887,Store,A,BUYK CORP,BUYK,958,NOSTRAND AVE,,,BROOKLYN,NY,11225,0,POINT (-73.950963 40.665015)
Kings,750885,Store,A,BUYK CORP,BUYK,22,MARCY AVE,,,BROOKLYN,NY,11211,0,POINT (-73.954714 40.713476)
Queens,750882,Store,JAC,LITTLE GUYANA PHARMACY & CAFE INC,LITTLE GUYANA PHARMACY,119-08,LIBERTY AVE,,,SOUTH RICHMOND HIL,NY,11419,0,POINT (-73.823843 40.686367)
Bronx,750881,Store,A,1048 CANDY GROCERY CORP,1048 CANDY GROCERY,1048,WESTCHESTER AVE,,,BRONX,NY,10459,600,POINT (-73.891615 40.824822)
Columbia,750879,Store,JAC,GRJH INC,COBBLE POND FARMS,1771,RTE 23,,,CRARYVILLE,NY,12521,0,POINT (-73.582755 42.174883)
Suffolk,750878,Store,A,NEW YORK VALLEY WASYU LLC,NEW YORK VALLEY,1870,E JERICHO TURNPIKE,,,DIX HILLS,NY,11746,0,
Suffolk,750877,Store,A,PUSONG PINOY FOOD LLC,PUSONG PINOY GROCERY,1193,MONTAUK HWY,,,SHIRLEY,NY,11967,1500,
Erie,750876,Store,A,MIN MIN OO GROCERIES LLC,MIN MIN OO GROCERIES,778,GENESEE STREET,,,BUFFALO,NY,14211,0,POINT (-78.848015 42.898686)
Queens,750875,Store,A,D-LICIOUS DELI CORP,D-LICIOUS DELI CORP,9071,SUTPHIN BLVD,,,JAMAICA,NY,11435,0,POINT (-73.807854 40.701077)
Dutchess,750874,Store,A,ELLAA MARKET CORP,ELLAA MARKET,811,MAIN STREET,,,POUGHKEEPSIE,NY,12603,850,POINT (-73.899229 41.695923)
Onondaga,750870,Store,A,HICKORY FARMS INC,HICKORY FARMS,4148,STATE ROUTE 31,,,CLAY,NY,13041,0,POINT (-76.227281 43.18571)
Kings,750869,Store,A,38 ORGANIC & SMOKE SHOP CORP,38 ORGANIC & SMOKE SHOP,38,AVE O,,,BROOKLYN,NY,11204,0,POINT (-73.983689 40.610246)
Westchester,750868,Store,JAC,HIROHITO FOODS LLC,FUJI MART,816,WHITE PLAINS ROAD,,,SCARSDALE,NY,10583,0,POINT (-73.802764 40.975917)
Kings,750866,Store,A,CITY STAR DELI CORP,CITY STAR DELI,1104,BUSHWICK AVE,,,BROOKLYN,NY,11221,0,POINT (-73.919021 40.689993)
Kings,750865,Store,JAC,INTERNATIONAL FOOD NOBATI INC,INTERNATIONAL FOOD NOBA,1323,E 18TH ST,,,BROOKLYN,NY,11230,800,POINT (-73.957106 40.617953)
Richmond,750861,Store,A,BUYK CORP,BUYK,1368,FOREST AVE,,,STATEN ISLAND,NY,10302,0,POINT (-74.135109 40.625525)
Kings,750860,Store,A,BUYK CORP,BUYK,83,GARDNER AVE,,,BROOKLYN,NY,11237,0,POINT (-73.924408 40.709602)
Kings,750859,Store,A,BUYK CORP,BUYK,1805,CHURCH AVE,,,BROOKLYN,NY,11226,0,POINT (-73.962801 40.64955)
Kings,750858,Store,A,BUYK CORP,BUYK,5216,5TH AVE,,,BROOKLYN,NY,11220,0,POINT (-74.011874 40.643601)
Queens,750856,Store,A,BUYK CORP,BUYK,107-02,QUEENS BLVD,,,FOREST HILLS,NY,11375,0,POINT (-73.846025 40.721791)
Bronx,750854,Store,A,BUYK CORP,BUYK,610,EXTERIOR ST,,,BRONX,NY,10451,0,POINT (-73.931059 40.824072)
Bronx,750853,Store,A,BUYK CORP,BUYK,190,W 231ST ST,,,BRONX,NY,10463,0,POINT (-73.904286 40.878728)
Kings,750852,Store,A,BUYK CORP,BUYK,524,VANDALIA AVE,,,BROOKLYN,NY,11239,0,POINT (-73.873093 40.65571)
Queens,750851,Store,A,BUYK CORP,BUYK,28-16,21ST ST,,,ASTORIA,NY,11102,0,POINT (-73.927184 40.77068)
Queens,750847,Store,JAC,VASQUEZ FOOD CORP,VASQUEZ FOOD,115-05,SUTPHIN BLVD,,,JAMAICA,NY,11434,0,POINT (-73.792711 40.684651)
Ulster,750845,Store,A,FIVE BELOW INC,FIVE BELOW,1165,ULSTER AVE,,,KINGSTON,NY,12401,0,POINT (-73.98982 41.964143)
Bronx,750839,Store,JAC,RIVER CITY DELI INC,RIVER CITY DELI,2430,E TREMONT AVE,,,BRONX,NY,10461,1600,POINT (-73.852105 40.842611)
Kings,750838,Store,JAC,7 JS LUCKY SOL CORP,7 JS LUCKY SOL,1206,AVENUE U,,,BROOKLYN,NY,11229,350,POINT (-73.95986 40.598457)
New York,750836,Store,A,MAST BROTHERS INC,MAST BROTHERS,353,COLUMBUS AVE,,,NEW YORK,NY,10024,0,POINT (-73.976597 40.78042)
Kings,750835,Store,JAC,TROY DELI GOURMET CORP,TROY DELI GOURMET,73,TROY AVE,,,BROOKLYN,NY,11213,0,POINT (-73.935918 40.677023)
Albany,750834,Store,A,EMPIRE EDIBLES LLC,EMOIRE GOURMET,48A,RAILROAD AVENUE,,,ALBANY,NY,12205,0,POINT (-73.820548 42.695085)
Queens,750833,Store,JAC,KAZI DELI 1 CORP,KAZI DELI 1,114-64,B MERRICK BLVD,,,JAMAICA,NY,11434,800,POINT (-73.778059 40.690026)
Sullivan,750832,Store,JAC,ROSCOE MOBIL MART INC,ROSCOE MOBIL MART,1911,OLD ROUTE 17,,,ROSCOE,NY,12776,0,POINT (-74.908956 41.930226)
Albany,750831,Store,JAC,5A PETROLEUM INC,5A PETROLEUM,317,DELAWARE AVENUE,,,DELMAR,NY,12054,0,POINT (-73.827815 42.624024)
Bronx,750830,Store,JAC,HEALTHY CHOICE GOURMET III INC,HEALTHY CHOICE GOURMET,4407,3RD AVE,,,BRONX,NY,10457,0,POINT (-73.893352 40.851492)
Suffolk,750828,Store,JAC,CLAROS DELI CORP,CLAROS DELI,12,FIRST AVE,,,BRENTWOOD,NY,11717,0,POINT (-73.247304 40.779649)
Bronx,750827,Store,JAC,HEALTHY CHOICE MARKET INC,HEALTHY CHOICE MARKET,4405,3RD AVE,,,BRONX,NY,10457,0,POINT (-73.89339 40.85145)
Kings,750826,Store,JAC,M A PASHA SUPER CONVENIENCE INC,M A PASHA SUPER CONVENI,1818,BATH AVE,,,BROOKLYN,NY,11214,1200,POINT (-74.005392 40.603479)
New York,750825,Store,JAC,TOMMY SEAFOOD MARKET INC,K & M FISH MARKET,2055,2ND AVE,,,NEW YORK,NY,10029,0,POINT (-73.942706 40.790255)
Kings,750824,Store,JAC,NATURE MARKET 2 CORP,NATURE MARKET 2,344,GREENE AVE,,,BROOKLYN,NY,11238,1500,POINT (-73.957223 40.687703)
Richmond,750823,Store,JAC,MK ALEX DELI INC,MK ALEX DELI,1410,RICHMOND TER,,,STATEN ISLAND,NY,10310,3000,POINT (-74.115764 40.641676)
New York,750822,Store,JAC,102 DEREK DELI GROCERY CORP,102 DEREK DELI GROCERY,102,EAST 103RD STREET,,,NEW YORK,NY,10029,0,POINT (-73.949032 40.790874)
Ulster,750821,Store,JAC,JAHAANS FOOD MART INC,JAHAANS FOOD MART,784,ULSTER AVE,,,KINGSTON,NY,12401,0,POINT (-73.994167 41.951484)
Queens,750820,Store,JAC,ELMHURST DELI AND GRILL CORP,ELMHURST DELI AND GRILL,40-46,82ND STREET,,,ELMHURST,NY,11373,0,POINT (-73.883704 40.746282)
Kings,750819,Store,JAC,DELI VISION 1065 GROCERY CORP,DELI VISION,1065,LIBERTY AVE,,,BROOKLYN,NY,11208,0,POINT (-73.869833 40.678302)
Suffolk,750818,Store,JAC,ALBERTO ORTEGA,PAN PAN BAKERY CORP,145,MIDDLE COUNTRY RD,,,RIDGE,NY,11961,0,POINT (-72.845237 40.909373)
Bronx,750815,Store,JAC,LITTLE YEMEN WHOLESALE & RETAIL M,LITTLE YEMEN MARKET,1887,WHITE PLAINS RD,,,BRONX,NY,10462,1800,POINT (-73.866856 40.847264)
Cayuga,750814,Store,A,ALDI INC,ALDI #19,217,GRANT AVE,,,AUBURN,NY,13021,0,POINT (-76.548049 42.948344)
Westchester,750812,Store,JAC,COCO FARMS OF SHRUB OAK INC,COCO FARMS,3700,BARGER ST,,,SHRUB OAK,NY,10588,1500,POINT (-73.821095 41.331137)
Orange,750811,Store,JAC,AL AARIZ INDOPAK GROCERY INC,AL AARIZ INDOPAK GRCRY,21,CENTER STREET,,,MIDDLETOWN,NY,10940,2000,POINT (-74.42049 41.446459)
New York,750810,Store,JAC,SKYLINE FOOD CENTER CORP,SKYLINE FOOD CENTER,2726,FREDERICK DOUGLAS BLVD,,,NEW YORK,NY,10030,2000,POINT (-73.942048 40.822675)
New York,750806,Store,JAC,1800 KING DELI INC,1800 KING DELI,144,E 112TH,,,NEW YORK,NY,10029,2200,POINT (-73.943645 40.796138)
